session_id,user_id,role,session_start,session_end,event_count,login_attempts,failed_logins,unique_ips,unique_locations,unique_devices,unique_resources,download_events,upload_events,total_data_mb,max_single_transfer_mb,privileged_actions,is_attack,duration_minutes,start_hour,day_of_week,is_weekend,is_night,failed_login_rate,data_per_event_mb,attack_type,start_hour_deviation,duration_minutes_deviation,event_count_deviation,failed_login_rate_deviation,unique_locations_deviation,unique_devices_deviation,unique_resources_deviation,total_data_mb_deviation,privileged_actions_deviation,behavioral_deviation,personal_history_size,personal_weight,baseline_source,immediate_risk,short_term_risk,medium_term_risk,long_term_risk,persistence_risk,trend_risk,multi_horizon_risk,authentication_abuse,geographic_risk,device_risk,resource_spread_risk,privilege_risk,data_movement_risk,temporal_risk,context_risk,final_risk,trust_decision,learn_allowed,baseline_confidence,evidence_disagreement,quarantine_status,consistency_count,released_from_quarantine,actually_learned
session_6dab8617c932,user_054,developer,2026-06-16 10:13:09,2026-06-16 13:36:09,15,3,0,15,1,1,5,0,0,0.0,0.0,0,0,203.0,10.216666666666669,1,0,0,0.0,0.0,normal,28.2162,1.6541,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,1.3511,0,0.0,cold_start,49.11,56.0,55.85,55.85,80.0,4.5,53.03,0.0,0.0,0.0,10.0,0.0,0.0,100.0,58.0,53.4,REJECT,False,0.0,3.64,REJECTED,0,False,False
session_27b23813dfa9,user_074,finance,2026-06-16 10:15:41,2026-06-16 15:04:41,20,5,0,20,1,1,3,5,6,33.628,6.7,0,0,289.0,10.25,1,0,0,0.0,1.6814,normal,1.4389,0.9395,1.349,0.0,0.0,0.0,0.0,0.3927,0.0,0.4578,2,0.1333,hybrid,20.46,24.95,23.34,23.34,20.0,48.34,23.43,8.0,0.0,0.0,0.0,0.0,4.71,14.39,11.02,18.05,TRUST,True,0.133,5.29,NOT_REQUIRED,0,False,True
session_6f7f26e464cf,user_017,admin,2026-06-16 10:16:55,2026-06-16 16:57:55,23,3,0,23,1,1,5,0,0,0.0,0.0,2,0,401.0,10.266666666666667,1,0,0,0.0,0.0,normal,1.5738,2.7393,2.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.7041,2,0.1333,hybrid,29.68,23.74,21.16,21.16,0.0,77.46,25.78,0.0,0.0,0.0,10.0,16.0,0.0,15.74,15.02,23.38,TRUST,True,0.133,6.2,NOT_REQUIRED,0,False,True
session_b01bf417ad9e,user_033,developer,2026-06-16 10:20:14,2026-06-16 14:26:14,15,2,0,15,1,1,5,0,0,0.0,0.0,0,0,246.0,10.333333333333334,1,0,0,0.0,0.0,normal,29.79,0.273,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,1.1977,0,0.0,cold_start,45.06,48.77,49.92,49.92,80.0,0.0,48.26,0.0,0.0,0.0,10.0,0.0,0.0,100.0,58.0,50.55,REJECT,False,0.0,5.5,REJECTED,0,False,False
session_4d7fecb96351,user_003,developer,2026-06-16 10:32:44,2026-06-16 14:52:44,17,3,0,17,1,1,5,0,0,0.0,0.0,0,0,260.0,10.533333333333331,1,0,0,0.0,0.0,normal,32.488,0.1767,0.1686,0.0,0.0,0.0,0.0,0.0,0.0,1.1495,0,0.0,cold_start,43.72,50.82,53.0,53.0,100.0,0.0,50.9,0.0,0.0,0.0,10.0,0.0,0.0,100.0,58.0,50.87,REJECT,False,0.0,5.83,REJECTED,0,False,False
session_8ff879d5b941,user_070,admin,2026-06-16 10:35:51,2026-06-16 14:14:51,16,3,0,16,1,1,5,0,0,0.0,0.0,3,0,219.0,10.583333333333334,1,0,0,0.0,0.0,normal,1.6477,0.2248,0.4497,0.0,0.0,0.0,0.0,0.0,0.6745,0.333,3,0.2,hybrid,15.34,22.65,25.12,25.12,20.0,21.24,20.01,0.0,0.0,0.0,10.0,24.0,0.0,16.48,19.64,18.25,TRUST,True,0.2,2.12,NOT_REQUIRED,0,False,True
session_86ddd65ebcde,user_076,analyst,2026-06-16 10:36:06,2026-06-16 16:35:06,22,4,0,22,1,1,4,7,0,39.153,8.992,0,0,359.0,10.6,1,0,0,0.0,1.779681818181818,normal,7.1946,1.0792,1.5738,0.0,0.0,0.0,0.0,0.0344,0.0,1.098,0,0.0,cold_start,42.25,44.65,44.76,44.76,100.0,12.3,47.64,4.0,0.0,0.0,0.0,0.0,0.41,71.95,40.83,43.37,QUARANTINE,False,0.0,2.93,OBSERVING,2,False,False
session_7016cd49273b,user_062,hr,2026-06-16 10:41:23,2026-06-16 16:34:23,22,9,0,22,1,1,3,6,0,84.551,24.95,0,0,353.0,10.683333333333334,1,0,0,0.0,3.843227272727273,normal,1.577,0.8444,0.8431,0.0,0.0,0.0,0.0,2.2558,0.0,0.6134,3,0.2,hybrid,26.41,22.25,20.85,20.85,0.0,41.92,22.32,24.0,0.0,0.0,0.0,0.0,27.07,15.77,24.45,24.5,TRUST,True,0.2,1.67,NOT_REQUIRED,0,False,True
session_e87d4f579fb7,user_019,developer,2026-06-16 11:06:25,2026-06-16 17:30:25,22,5,0,22,1,1,5,0,0,0.0,0.0,0,0,384.0,11.1,1,0,0,0.0,0.0,normal,40.1322,4.1594,1.8548,0.0,0.0,0.0,0.0,0.0,0.0,1.7794,0,0.0,cold_start,58.92,54.42,53.92,53.92,100.0,11.73,58.52,8.0,0.0,0.0,10.0,0.0,0.0,100.0,59.2,58.9,REJECT,False,0.0,0.28,REJECTED,0,False,False
session_9cfea293a645,user_043,hr,2026-06-16 11:19:21,2026-06-16 12:09:21,6,2,0,6,1,1,3,0,0,67.283,16.707,0,0,50.0,11.316666666666666,1,0,0,0.0,11.213833333333334,normal,2.267,2.1897,1.8548,0.0,0.0,0.0,0.0,1.5555,0.0,0.8741,4,0.2667,hybrid,35.41,24.41,23.11,23.11,20.0,18.99,27.77,0.0,0.0,0.0,0.0,0.0,18.67,22.67,18.07,27.05,QUARANTINE,False,0.267,7.1,OBSERVING,1,False,False
session_37746f8e6d2d,user_079,developer,2026-06-16 11:40:03,2026-06-16 14:39:03,13,2,0,13,1,1,4,0,0,0.0,0.0,0,0,179.0,11.666666666666666,1,0,0,0.0,0.0,normal,47.7764,2.425,1.1804,0.0,0.0,0.0,1.0,0.0,0.0,1.6228,0,0.0,cold_start,55.58,57.58,56.7,56.7,100.0,28.88,59.37,0.0,0.0,0.0,15.0,0.0,0.0,100.0,59.5,58.09,REJECT,False,0.0,1.82,REJECTED,0,False,False
session_980377f9a484,user_037,developer,2026-06-17 01:05:01,2026-06-17 01:05:01,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.0833333333333333,2,0,1,1.0,0.0,credential_stuffing,94.9908,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,68.31,65.0,65.0,80.0,99.07,74.61,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.91,REJECT,False,0.0,4.25,REJECTED,0,False,False
session_32d62a5f1884,user_022,developer,2026-06-17 01:05:21,2026-06-17 01:05:21,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.0833333333333333,2,0,1,1.0,0.0,credential_stuffing,94.9908,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,1,0.0667,hybrid,79.36,57.45,52.37,52.37,100.0,69.34,69.79,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,78.46,REJECT,False,0.067,6.28,REJECTED,0,False,False
session_1d3c7f85d8d1,user_015,finance,2026-06-17 01:05:41,2026-06-17 01:05:41,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.0833333333333333,2,0,1,1.0,0.0,credential_stuffing,19.6295,2.1831,2.8586,1.0,0.0,0.0,2.0,2.15,0.0,2.2435,5,0.3333,hybrid,67.43,45.76,36.62,36.62,20.0,68.6,50.71,70.0,0.0,0.0,30.0,0.0,25.8,100.0,80.5,66.99,REJECT,False,0.333,12.19,REJECTED,0,False,False
session_901447bcdced,user_020,finance,2026-06-17 01:06:01,2026-06-17 01:06:01,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1,2,0,1,1.0,0.0,credential_stuffing,10.5743,2.6372,2.6016,1.0,0.0,0.0,2.0,1.5756,0.0,2.2016,2,0.1333,hybrid,66.74,44.2,38.0,38.0,40.0,67.5,52.41,70.0,0.0,0.0,30.0,0.0,18.91,100.0,80.5,67.26,REJECT,False,0.133,11.47,REJECTED,0,False,False
session_ef6b5916e17f,user_005,hr,2026-06-17 01:06:21,2026-06-17 01:06:21,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1,2,0,1,1.0,0.0,credential_stuffing,10.7142,5.2062,4.4966,1.0,0.0,0.0,2.0,0.9336,0.0,2.6263,5,0.3333,hybrid,73.1,42.82,33.05,33.05,20.0,64.14,51.27,70.0,0.0,0.0,30.0,0.0,11.2,100.0,80.5,69.14,REJECT,False,0.333,12.41,REJECTED,0,False,False
session_afa9527c64f3,user_021,finance,2026-06-17 01:06:41,2026-06-17 01:06:41,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1,2,0,1,1.0,0.0,credential_stuffing,10.5743,2.6372,2.6016,1.0,0.0,0.0,2.0,1.5756,0.0,2.2016,3,0.2,hybrid,66.74,51.17,39.98,39.98,40.0,100.0,55.92,70.0,0.0,0.0,30.0,0.0,18.91,100.0,80.5,68.31,REJECT,False,0.2,10.06,REJECTED,0,False,False
session_fb7e343bfbd3,user_068,developer,2026-06-17 01:07:01,2026-06-17 01:07:01,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1166666666666667,2,0,1,1.0,0.0,credential_stuffing,94.5411,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,1,0.0667,hybrid,79.36,69.35,60.7,60.7,80.0,100.0,73.79,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.66,REJECT,False,0.067,4.58,REJECTED,0,False,False
session_344cc8ce005e,user_041,finance,2026-06-17 01:07:21,2026-06-17 01:07:21,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1166666666666667,2,0,1,1.0,0.0,credential_stuffing,10.5525,2.6372,2.6016,1.0,0.0,0.0,2.0,1.5756,0.0,2.2016,4,0.2667,hybrid,66.74,40.56,32.45,32.45,20.0,32.41,46.54,70.0,0.0,0.0,30.0,0.0,18.91,100.0,80.5,65.5,REJECT,False,0.267,13.95,REJECTED,0,False,False
session_156ccd6698a2,user_031,developer,2026-06-17 01:07:41,2026-06-17 01:07:41,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1166666666666667,2,0,1,1.0,0.0,credential_stuffing,94.5411,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,66.24,62.79,62.79,100.0,27.41,72.06,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.14,REJECT,False,0.0,5.3,REJECTED,0,False,False
session_828bfd960138,user_028,developer,2026-06-17 01:08:01,2026-06-17 01:08:01,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.1333333333333333,2,0,1,1.0,0.0,credential_stuffing,94.3163,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,66.71,63.75,63.75,100.0,47.37,73.39,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.54,REJECT,False,0.0,4.74,REJECTED,0,False,False
session_497eb138691a,user_057,developer,2026-06-17 01:17:37,2026-06-17 01:17:37,1,1,0,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.2833333333333332,2,0,1,0.0,0.0,credential_stuffing,92.2928,8.1742,5.2273,0.0,0.0,0.0,4.0,0.0,0.0,3.0446,0,0.0,cold_start,78.18,71.37,62.66,62.66,100.0,57.92,74.11,0.0,0.0,0.0,60.0,0.0,0.0,100.0,73.0,75.15,REJECT,False,0.0,2.23,REJECTED,0,False,False
session_6be9fcae807d,user_060,developer,2026-06-17 01:17:57,2026-06-17 01:17:57,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.2833333333333332,2,0,1,1.0,0.0,credential_stuffing,92.2928,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,63.49,59.22,59.22,100.0,61.88,72.34,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.23,REJECT,False,0.0,5.18,REJECTED,0,False,False
session_580f02056fa4,user_079,developer,2026-06-17 01:18:17,2026-06-17 01:18:17,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3,2,0,1,1.0,0.0,credential_stuffing,92.068,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,68.41,63.17,63.17,100.0,51.63,73.8,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.67,REJECT,False,0.0,4.57,REJECTED,0,False,False
session_4cf2e05585e4,user_035,admin,2026-06-17 01:18:37,2026-06-17 01:18:37,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3,2,0,1,1.0,0.0,credential_stuffing,14.1618,2.7806,3.1851,1.0,0.0,0.0,4.0,0.0,1.349,2.4794,5,0.3333,hybrid,71.05,45.4,31.48,31.48,20.0,100.0,52.37,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,70.33,REJECT,False,0.333,13.37,REJECTED,0,False,False
session_29d94dfac27b,user_063,finance,2026-06-17 01:18:57,2026-06-17 01:18:57,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3,2,0,1,1.0,0.0,credential_stuffing,10.3132,2.6372,2.6016,1.0,0.0,0.0,2.0,1.5756,0.0,2.2016,4,0.2667,hybrid,66.74,45.9,36.51,36.51,20.0,100.0,52.0,70.0,0.0,0.0,30.0,0.0,18.91,100.0,80.5,67.13,REJECT,False,0.267,11.64,REJECTED,0,False,False
session_9e06b430c63d,user_016,developer,2026-06-17 01:19:17,2026-06-17 01:19:17,1,1,0,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3166666666666669,2,0,1,0.0,0.0,credential_stuffing,91.8432,8.1742,5.2273,0.0,0.0,0.0,4.0,0.0,0.0,3.0446,0,0.0,cold_start,78.18,62.89,58.48,58.48,100.0,61.59,71.55,0.0,0.0,0.0,60.0,0.0,0.0,100.0,73.0,74.38,REJECT,False,0.0,2.85,REJECTED,0,False,False
session_5d574d0d1332,user_040,finance,2026-06-17 01:19:37,2026-06-17 01:19:37,1,1,0,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3166666666666669,2,0,1,0.0,0.0,credential_stuffing,10.2914,2.6372,2.6016,0.0,0.0,0.0,2.0,1.5756,0.0,2.0905,2,0.1333,hybrid,64.84,48.12,41.93,41.93,60.0,97.68,56.93,0.0,0.0,0.0,30.0,0.0,18.91,100.0,66.84,63.17,REJECT,False,0.133,4.28,REJECTED,0,False,False
session_2085288b84ad,user_023,developer,2026-06-17 01:19:57,2026-06-17 01:19:57,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3166666666666669,2,0,1,1.0,0.0,credential_stuffing,91.8432,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,65.11,56.51,56.51,100.0,66.88,72.24,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.2,REJECT,False,0.0,5.22,REJECTED,0,False,False
session_cca85730ed06,user_017,admin,2026-06-17 01:20:17,2026-06-17 01:20:17,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3333333333333333,2,0,1,1.0,0.0,credential_stuffing,9.1153,2.7806,2.9228,1.0,0.0,0.0,4.0,0.0,1.349,2.352,3,0.2,hybrid,69.15,48.3,37.16,37.16,20.0,100.0,53.61,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,70.04,REJECT,False,0.2,12.82,REJECTED,0,False,False
session_ad8d120ddf6a,user_061,analyst,2026-06-17 01:20:37,2026-06-17 01:20:37,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3333333333333333,2,0,1,1.0,0.0,credential_stuffing,24.0568,3.3234,3.1476,1.0,0.0,0.0,3.0,2.114,0.0,2.5094,0,0.0,cold_start,71.48,52.81,51.26,51.26,60.0,46.45,60.29,70.0,0.0,0.0,45.0,0.0,25.37,100.0,82.75,72.07,REJECT,False,0.0,9.17,REJECTED,0,False,False
session_4e902060f35d,user_021,finance,2026-06-17 01:20:57,2026-06-17 01:20:57,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.3333333333333333,2,0,1,1.0,0.0,credential_stuffing,10.2697,2.6372,2.6016,1.0,0.0,0.0,2.0,1.5756,0.0,2.2016,3,0.2,hybrid,66.74,61.91,47.63,47.63,60.0,100.0,61.98,70.0,0.0,0.0,30.0,0.0,18.91,100.0,80.5,70.13,REJECT,False,0.2,7.85,REJECTED,0,False,False
session_748a73e1f881,user_036,developer,2026-06-17 01:21:17,2026-06-17 01:21:17,1,1,1,1,1,1,1,0,0,0.0,0.0,0,1,0.0,1.35,2,0,1,1.0,0.0,credential_stuffing,91.3935,8.1742,5.2273,1.0,0.0,0.0,4.0,0.0,0.0,3.1557,0,0.0,cold_start,79.36,66.34,61.72,61.72,100.0,33.74,72.13,70.0,0.0,0.0,60.0,0.0,0.0,100.0,85.0,79.16,REJECT,False,0.0,5.27,REJECTED,0,False,False
session_7a47257d6a3f,user_003,developer,2026-06-17 02:30:52,2026-06-17 02:39:52,32,32,32,32,4,1,1,0,0,0.0,0.0,0,1,9.0,2.5,2,0,1,1.0,0.0,brute_force,75.8802,7.8851,5.2273,1.0,3.0,0.0,4.0,0.0,0.0,3.4569,0,0.0,cold_start,82.24,65.03,61.35,61.35,100.0,32.79,72.88,100.0,100.0,0.0,60.0,0.0,0.0,100.0,100.0,85.65,REJECT,False,0.0,11.25,REJECTED,0,False,False
session_0f6980a848cb,user_048,developer,2026-06-17 04:14:41,2026-06-17 04:24:41,6,1,0,6,1,1,6,0,0,0.0,0.0,1,1,10.0,4.233333333333333,2,0,1,0.0,0.0,lateral_movement,52.4979,7.853,3.5411,0.0,0.0,0.0,1.0,0.0,1.0,2.5993,0,0.0,cold_start,72.74,64.05,62.28,62.28,100.0,31.71,69.06,0.0,0.0,0.0,35.0,75.0,0.0,100.0,82.75,75.14,REJECT,False,0.0,5.78,REJECTED,0,False,False
session_0e14e31ac52e,user_029,admin,2026-06-17 07:20:31,2026-06-17 10:38:31,15,4,0,15,1,1,5,0,0,0.0,0.0,4,0,198.0,7.333333333333333,2,0,0,0.0,0.0,normal,2.1776,0.0551,0.2248,0.0,0.0,0.0,0.0,0.0,1.349,0.4229,2,0.1333,hybrid,19.06,23.54,21.61,21.61,0.0,58.17,20.64,4.0,0.0,0.0,10.0,32.0,0.0,21.78,25.63,21.83,TRUST,True,0.133,2.8,NOT_REQUIRED,0,False,True
session_1a42f4183201,user_058,hr,2026-06-17 07:31:10,2026-06-17 12:49:10,19,5,0,19,1,1,3,3,0,30.886,15.217,0,0,318.0,7.516666666666667,2,0,0,0.0,1.625578947368421,normal,2.0047,0.4301,0.3372,0.0,0.0,0.0,0.0,0.1458,0.0,0.3242,4,0.2667,hybrid,14.96,14.35,14.01,14.01,0.0,24.07,13.56,8.0,0.0,0.0,0.0,0.0,1.75,20.05,13.69,14.1,TRUST,True,0.267,0.63,NOT_REQUIRED,0,False,True
session_05060dbb2063,user_042,developer,2026-06-17 07:41:33,2026-06-17 13:27:33,20,3,0,20,1,1,4,0,0,0.0,0.0,0,0,346.0,7.683333333333334,2,0,0,0.0,0.0,normal,5.958,2.9389,1.1804,0.0,0.0,0.0,1.0,0.0,0.0,1.2308,1,0.0667,hybrid,45.96,48.79,47.22,47.22,80.0,84.92,52.19,0.0,0.0,0.0,15.0,0.0,0.0,59.58,37.27,44.79,QUARANTINE,False,0.067,6.12,OBSERVING,1,False,False
session_2a669f2d99d2,user_007,developer,2026-06-17 07:57:09,2026-06-17 10:30:09,10,3,0,10,1,1,5,0,0,0.0,0.0,0,0,153.0,7.95,2,0,0,0.0,0.0,normal,2.3607,3.26,2.1921,0.0,0.0,0.0,0.0,0.0,0.0,0.8681,1,0.0667,hybrid,35.21,46.99,46.29,46.29,80.0,75.77,46.84,0.0,0.0,0.0,10.0,0.0,0.0,23.61,15.98,31.97,QUARANTINE,False,0.067,12.73,OBSERVING,1,False,False
session_546f464a1091,user_012,analyst,2026-06-17 08:06:46,2026-06-17 11:03:46,15,4,0,15,1,1,4,5,0,25.859,8.656,0,0,177.0,8.1,2,0,0,0.0,1.7239333333333335,normal,1.2366,1.1528,0.0,0.0,0.0,0.0,0.0,0.7405,0.0,0.3478,1,0.0667,hybrid,15.96,25.71,27.59,27.59,40.0,17.7,23.31,4.0,0.0,0.0,0.0,0.0,8.89,12.37,10.07,16.1,TRUST,True,0.067,5.42,NOT_REQUIRED,0,False,True
session_97859f2ce937,user_024,hr,2026-06-17 08:09:34,2026-06-17 10:05:34,11,3,0,11,1,1,3,3,0,62.841,22.68,0,0,116.0,8.15,2,0,0,0.0,5.712818181818182,normal,1.2751,1.6088,1.0117,0.0,0.0,0.0,0.0,1.1896,0.0,0.565,3,0.2,hybrid,24.61,21.53,22.66,22.66,0.0,0.0,19.81,0.0,0.0,0.0,0.0,0.0,14.28,12.75,11.68,18.64,TRUST,True,0.2,5.34,NOT_REQUIRED,0,False,True
session_e64cfe2a2df0,user_013,hr,2026-06-17 08:13:17,2026-06-17 13:48:17,20,8,0,20,1,1,3,5,0,26.776,11.318,0,0,335.0,8.216666666666667,2,0,0,0.0,1.3388,normal,1.1849,0.5963,0.5059,0.0,0.0,0.0,0.0,0.1438,0.0,0.2701,4,0.2667,hybrid,12.63,10.7,10.0,10.0,0.0,21.28,10.76,20.0,0.0,0.0,0.0,0.0,1.73,11.85,14.81,12.83,TRUST,True,0.267,1.66,NOT_REQUIRED,0,False,True
session_c7de74b41403,user_050,developer,2026-06-17 08:22:50,2026-06-17 15:54:50,22,6,0,22,1,1,5,0,0,0.0,0.0,0,0,452.0,8.366666666666667,2,0,0,0.0,0.0,normal,3.26,6.3434,1.8548,0.0,0.0,0.0,0.0,0.0,0.0,1.2731,2,0.1333,hybrid,47.09,46.64,43.06,43.06,80.0,85.87,51.22,12.0,0.0,0.0,10.0,0.0,0.0,32.6,23.03,39.91,QUARANTINE,False,0.133,12.43,OBSERVING,1,False,False
session_ab7ee766152a,user_009,developer,2026-06-17 08:41:51,2026-06-17 13:40:51,19,2,0,19,1,1,5,0,0,0.0,0.0,0,0,299.0,8.683333333333334,2,0,0,0.0,0.0,normal,7.5318,1.4293,0.8431,0.0,0.0,0.0,0.0,0.0,0.0,1.0894,1,0.0667,hybrid,42.0,46.72,47.08,47.08,80.0,49.1,48.37,0.0,0.0,0.0,10.0,0.0,0.0,75.32,44.42,44.76,QUARANTINE,False,0.067,2.63,OBSERVING,1,False,False
session_2c8f8634bb32,user_043,hr,2026-06-17 08:42:57,2026-06-17 12:11:57,13,6,0,13,1,1,3,2,0,17.237000000000002,10.81,0,0,209.0,8.7,2,0,0,0.0,1.325923076923077,normal,0.6053,0.6795,0.6745,0.0,0.0,0.0,0.0,0.4137,0.0,0.2637,4,0.2667,hybrid,12.35,19.0,20.04,20.04,20.0,0.0,15.75,12.0,0.0,0.0,0.0,0.0,4.96,6.05,9.16,12.25,TRUST,True,0.267,2.69,NOT_REQUIRED,0,False,True
session_65b470fd1d6c,user_016,developer,2026-06-17 08:44:26,2026-06-17 11:00:26,9,4,0,9,1,1,5,0,0,0.0,0.0,0,0,136.0,8.733333333333333,2,0,0,0.0,0.0,normal,8.2063,3.8061,2.5293,0.0,0.0,0.0,0.0,0.0,0.0,1.6157,0,0.0,cold_start,55.42,61.45,57.6,57.6,100.0,36.69,60.69,4.0,0.0,0.0,10.0,0.0,0.0,82.06,48.73,54.66,REJECT,False,0.0,4.89,REJECTED,0,False,False
session_6ded59e69ca5,user_022,developer,2026-06-17 08:44:33,2026-06-17 13:45:33,23,5,0,23,1,1,5,0,0,0.0,0.0,0,0,301.0,8.733333333333333,2,0,0,0.0,0.0,normal,8.2063,1.4935,2.1921,0.0,0.0,0.0,0.0,0.0,0.0,1.3213,1,0.0667,hybrid,48.35,55.31,53.1,51.47,100.0,7.56,53.89,8.0,0.0,0.0,10.0,0.0,0.0,82.06,49.33,50.36,REJECT,False,0.067,2.41,REJECTED,0,False,False
session_a22fed624201,user_023,developer,2026-06-17 08:47:06,2026-06-17 14:43:06,25,4,0,25,1,1,5,0,0,0.0,0.0,0,0,356.0,8.783333333333333,2,0,0,0.0,0.0,normal,8.8808,3.26,2.8666,0.0,0.0,0.0,0.0,0.0,0.0,1.6675,0,0.0,cold_start,56.56,62.89,56.52,56.52,100.0,47.82,61.72,4.0,0.0,0.0,10.0,0.0,0.0,88.81,52.44,56.67,REJECT,False,0.0,3.8,REJECTED,0,False,False
session_10cb0d434b7b,user_069,hr,2026-06-17 08:50:13,2026-06-17 14:27:13,22,7,0,22,1,1,3,6,0,91.886,26.006,0,0,337.0,8.833333333333334,2,0,0,0.0,4.176636363636363,normal,0.4615,0.6249,0.8431,0.0,0.0,0.0,0.0,2.5407,0.0,0.4967,4,0.2667,hybrid,21.99,21.48,19.17,19.17,0.0,49.54,20.36,16.0,0.0,0.0,0.0,0.0,30.49,4.62,22.26,21.6,TRUST,True,0.267,0.84,NOT_REQUIRED,0,False,True
session_c32e50d1ccab,user_005,hr,2026-06-17 08:50:47,2026-06-17 13:10:47,19,6,0,19,1,1,3,5,0,18.593,6.253,0,0,260.0,8.833333333333334,2,0,0,0.0,0.9785789473684212,normal,1.1212,0.868,1.5738,0.0,0.0,0.0,0.0,0.6687,0.0,0.4702,5,0.3333,hybrid,20.95,36.66,30.02,30.02,20.0,32.85,26.86,12.0,0.0,0.0,0.0,0.0,8.02,11.21,11.17,19.3,TRUST,True,0.333,6.47,NOT_REQUIRED,0,False,True
session_65610d3f5bb4,user_064,finance,2026-06-17 08:52:07,2026-06-17 14:55:07,23,4,0,23,1,1,3,6,4,142.4,28.896,0,0,363.0,8.866666666666667,2,0,0,0.0,6.191304347826088,normal,0.4352,1.7743,1.638,0.0,0.0,0.0,0.0,3.4432,0.0,0.8101,2,0.1333,hybrid,33.31,35.76,31.29,31.29,20.0,100.0,35.3,4.0,0.0,0.0,0.0,0.0,41.32,4.35,24.63,30.87,QUARANTINE,False,0.133,4.63,OBSERVING,2,False,False
session_52b946e662e2,user_028,developer,2026-06-17 09:01:44,2026-06-17 12:03:44,12,2,0,12,1,1,5,0,0,0.0,0.0,0,0,182.0,9.016666666666667,2,0,0,0.0,0.0,normal,12.0284,2.3286,1.5176,0.0,0.0,0.0,0.0,0.0,0.0,1.5385,0,0.0,cold_start,53.66,61.45,60.87,60.87,100.0,17.17,59.83,0.0,0.0,0.0,10.0,0.0,0.0,100.0,58.0,57.03,REJECT,False,0.0,2.59,REJECTED,0,False,False
session_f37662f59c5e,user_006,analyst,2026-06-17 09:02:08,2026-06-17 15:08:08,20,6,0,20,1,1,4,4,0,47.418,17.588,0,0,366.0,9.033333333333331,2,0,0,0.0,2.3709,normal,1.8886,1.2957,1.349,0.0,0.0,0.0,0.0,0.4335,0.0,0.5519,4,0.2667,hybrid,24.11,24.16,22.26,22.26,0.0,43.15,22.2,12.0,0.0,0.0,0.0,0.0,5.2,18.89,14.77,20.27,TRUST,True,0.267,4.03,NOT_REQUIRED,0,False,True
