session_id,user_id,role,session_start,session_end,event_count,login_attempts,failed_logins,unique_ips,unique_locations,unique_devices,unique_resources,download_events,upload_events,total_data_mb,max_single_transfer_mb,privileged_actions,is_attack,duration_minutes,start_hour,day_of_week,is_weekend,is_night,failed_login_rate,data_per_event_mb,attack_type,start_hour_deviation,duration_minutes_deviation,event_count_deviation,failed_login_rate_deviation,unique_locations_deviation,unique_devices_deviation,unique_resources_deviation,total_data_mb_deviation,privileged_actions_deviation,behavioral_deviation,personal_history_size,personal_weight,baseline_source,immediate_risk,short_term_risk,medium_term_risk,long_term_risk,persistence_risk,trend_risk,multi_horizon_risk
session_f52aac053e69,user_048,developer,2026-06-18 10:02:36,2026-06-18 12:42:36,11,4,0,11,1,1,4,0,0,0.0,0.0,0,0,160.0,10.033333333333331,3,0,0,0.0,0.0,normal,0.5121,0.7555,0.7869,0.0,0.0,0.0,1.0,0.0,0.0,0.3394,5,0.3333,hybrid,15.61,20.25,20.88,20.88,20.0,0.0,17.51
session_80f676a30ccb,user_072,hr,2026-06-18 10:04:04,2026-06-18 17:16:04,23,9,0,23,1,1,3,3,0,39.838,14.267,0,0,432.0,10.066666666666666,3,0,0,0.0,1.7320869565217392,normal,0.8128,1.4792,0.8903,0.0,0.0,0.0,0.0,1.5323,0.0,0.5238,6,0.4,hybrid,23.04,20.67,20.05,20.05,0.0,0.0,18.36
session_d0e210888b5b,user_076,analyst,2026-06-18 10:04:45,2026-06-18 10:40:45,2,2,0,2,2,2,1,0,0,0.0,0.0,0,1,36.0,10.066666666666666,3,0,0,0.0,0.0,impossible_travel,0.6806,1.8492,2.0572,0.0,1.0,1.0,3.0,1.1103,0.0,1.1886,6,0.4,hybrid,44.81,47.07,34.73,33.44,40.0,51.53,42.47
session_5eada5355054,user_033,developer,2026-06-18 10:05:26,2026-06-18 15:38:26,23,8,0,23,1,1,5,0,0,0.0,0.0,0,0,333.0,10.083333333333334,3,0,0,0.0,0.0,normal,0.6001,0.8805,1.5738,0.0,0.0,0.0,0.0,0.0,0.0,0.3394,5,0.3333,hybrid,15.61,12.9,12.58,12.58,0.0,0.0,11.97
session_1f7fe66577e8,user_018,developer,2026-06-18 10:07:39,2026-06-18 12:35:39,11,3,0,11,1,1,5,0,0,0.0,0.0,0,0,148.0,10.116666666666667,3,0,0,0.0,0.0,normal,0.9179,1.1882,1.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.3489,5,0.3333,hybrid,16.01,13.63,14.79,14.79,0.0,0.0,12.83
session_faa65985f591,user_003,developer,2026-06-18 10:08:39,2026-06-18 11:45:39,9,2,0,9,1,1,3,0,0,0.0,0.0,0,0,97.0,10.133333333333333,3,0,0,0.0,0.0,normal,0.6203,1.1621,1.0342,0.0,0.0,0.0,2.0,0.0,0.0,0.5352,7,0.4667,hybrid,23.48,39.82,38.49,35.2,40.0,50.41,33.17
session_c3de56c491ae,user_076,analyst,2026-06-18 10:09:26,2026-06-18 13:42:26,16,6,0,16,1,1,4,4,0,32.872,11.541,0,0,213.0,10.15,3,0,0,0.0,2.0545,normal,0.6501,0.2807,0.1821,0.0,0.0,0.0,0.0,0.8162,0.0,0.2143,6,0.4,hybrid,10.16,30.71,29.88,28.78,40.0,27.68,22.95
session_133f38ebb988,user_004,developer,2026-06-18 10:10:55,2026-06-18 15:16:55,20,5,0,20,1,1,5,0,0,0.0,0.0,0,0,306.0,10.166666666666666,3,0,0,0.0,0.0,normal,1.1054,0.4497,0.4336,0.0,0.0,0.0,0.0,0.0,0.0,0.221,5,0.3333,hybrid,10.46,13.09,12.3,12.3,0.0,0.0,9.88
session_5023b848b6ce,user_037,developer,2026-06-18 10:17:51,2026-06-18 14:03:51,15,5,0,15,1,1,5,0,0,0.0,0.0,0,0,226.0,10.283333333333331,3,0,0,0.0,0.0,normal,0.9649,0.3321,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.1816,4,0.2667,hybrid,8.68,21.76,25.91,25.91,20.0,3.45,16.47
session_1b3f44a9a952,user_061,analyst,2026-06-18 10:19:56,2026-06-18 16:14:56,25,5,0,25,1,1,4,8,0,36.046,5.485,0,0,355.0,10.316666666666666,3,0,0,0.0,1.44184,normal,0.8937,0.6438,1.0792,0.0,0.0,0.0,0.0,0.1186,0.0,0.3039,4,0.2667,hybrid,14.1,20.51,21.82,21.82,20.0,0.0,17.19
session_cc9c5790c659,user_079,developer,2026-06-18 10:24:28,2026-06-18 15:14:28,20,8,0,20,1,1,5,0,0,0.0,0.0,0,0,290.0,10.4,3,0,0,0.0,0.0,normal,1.0091,0.2837,0.4234,0.0,0.0,0.0,0.2698,0.0,0.0,0.2207,6,0.4,hybrid,10.45,26.23,28.84,28.01,20.0,17.2,19.41
session_1850853caca9,user_002,finance,2026-06-18 10:25:34,2026-06-18 10:41:34,2,2,0,2,2,2,1,0,0,0.0,0.0,0,1,16.0,10.416666666666666,3,0,0,0.0,0.0,impossible_travel,1.2176,3.2067,2.698,0.0,1.0,1.0,2.0,1.3334,0.0,1.384,5,0.3333,hybrid,49.94,40.18,33.0,33.0,40.0,35.12,42.02
session_b70cf5760df2,user_010,finance,2026-06-18 10:29:40,2026-06-18 16:54:40,24,10,0,24,1,1,3,3,1,34.076,11.294,0,0,385.0,10.483333333333333,3,0,0,0.0,1.4198333333333333,normal,2.124,1.3678,1.7537,0.0,0.0,0.0,0.0,0.2514,0.0,0.6108,7,0.4667,hybrid,26.32,23.82,19.78,19.26,0.0,23.34,21.35
session_5a6a45851034,user_008,developer,2026-06-18 10:29:48,2026-06-18 10:29:48,1,0,0,1,1,1,1,1,0,12.802,12.802,0,0,0.0,10.483333333333333,3,0,0,0.0,12.802,normal,4.2043,2.7454,2.653,0.0,0.0,0.0,4.0,4.9407,0.0,2.0604,5,0.3333,hybrid,64.31,36.69,26.41,26.41,20.0,59.55,44.64
session_10b5568c92b1,user_060,developer,2026-06-18 10:30:03,2026-06-18 14:00:03,15,3,0,15,1,1,5,0,0,0.0,0.0,0,0,210.0,10.5,3,0,0,0.0,0.0,normal,1.2116,0.7962,0.4497,0.0,0.0,0.0,0.0,0.0,0.0,0.2731,5,0.3333,hybrid,12.76,19.02,20.68,20.68,20.0,3.08,16.23
session_2ce62893d7b6,user_013,hr,2026-06-18 10:37:45,2026-06-18 15:23:45,17,4,0,17,1,1,3,3,0,10.824,4.996,0,0,286.0,10.616666666666667,3,0,0,0.0,0.6367058823529411,normal,2.391,0.4678,0.2748,0.0,0.0,0.0,0.0,0.5532,0.0,0.4096,5,0.3333,hybrid,18.52,14.89,12.82,12.82,0.0,27.73,14.98
session_2ab62ed2dc89,user_055,analyst,2026-06-18 10:42:12,2026-06-18 15:12:12,18,5,0,18,1,1,4,7,0,85.468,15.264,0,0,270.0,10.7,3,0,0,0.0,4.748222222222222,normal,1.2449,0.1589,0.2023,0.0,0.0,0.0,0.0,1.354,0.0,0.3289,5,0.3333,hybrid,15.16,15.04,17.39,17.39,0.0,0.0,13.42
session_5289ee1a4116,user_054,developer,2026-06-18 10:46:11,2026-06-18 13:10:11,12,2,0,12,1,1,5,0,0,0.0,0.0,0,0,144.0,10.766666666666667,3,0,0,0.0,0.0,normal,2.0597,1.5586,0.5621,0.0,0.0,0.0,0.0,0.0,0.0,0.4645,5,0.3333,hybrid,20.73,18.13,17.74,17.74,0.0,1.24,16.41
session_f6841ed56943,user_053,hr,2026-06-18 11:01:04,2026-06-18 14:26:04,12,4,0,12,1,1,3,4,0,16.986,6.317,0,0,205.0,11.016666666666667,3,0,0,0.0,1.4155,normal,1.5248,2.4995,3.5973,0.0,0.0,0.0,0.0,0.7737,0.0,0.9328,7,0.4667,hybrid,37.27,27.53,23.17,22.9,20.0,17.71,29.07
session_0abea6ce3d16,user_059,analyst,2026-06-19 03:30:34,2026-06-19 03:36:16,19,19,19,19,4,1,1,0,0,0.0,0.0,0,1,5.7,3.5,4,0,1,1.0,0.0,brute_force,10.375,2.5588,0.316,1.0,3.0,0.0,3.0,1.2671,0.0,2.3491,6,0.4,hybrid,69.1,42.66,28.31,28.31,20.0,51.15,47.81
session_96e113ba09c4,user_036,developer,2026-06-19 07:33:47,2026-06-19 11:13:47,13,1,0,13,1,1,5,0,0,0.0,0.0,0,0,220.0,7.55,4,0,0,0.0,0.0,normal,3.6883,0.1927,0.4347,0.0,0.0,0.0,0.0,0.0,0.0,0.4795,8,0.5333,hybrid,21.32,21.82,25.36,23.8,40.0,6.7,23.41
session_aadb112fe6c8,user_042,developer,2026-06-19 07:44:36,2026-06-19 10:20:36,9,3,0,9,1,1,4,0,0,0.0,0.0,0,0,156.0,7.733333333333333,4,0,0,0.0,0.0,normal,1.3854,2.959,2.8778,0.0,0.0,0.0,1.0,0.0,0.0,0.9136,6,0.4,hybrid,36.67,35.12,29.92,28.14,40.0,48.54,35.42
session_63a28042399b,user_058,hr,2026-06-19 07:51:44,2026-06-19 13:46:44,22,11,0,22,1,1,3,2,0,21.31,15.361,0,0,355.0,7.85,4,0,0,0.0,0.9686363636363636,normal,1.2521,1.4907,1.0792,0.0,0.0,0.0,0.0,0.5859,0.0,0.4898,6,0.4,hybrid,21.72,17.24,15.19,15.19,0.0,18.99,16.88
session_b41a93019fa4,user_008,developer,2026-06-19 07:52:09,2026-06-19 12:20:09,18,5,0,18,1,1,5,0,0,0.0,0.0,0,0,268.0,7.866666666666667,4,0,0,0.0,0.0,normal,4.0319,0.1077,0.1204,0.0,0.0,0.0,0.0,0.0,0.0,0.4733,6,0.4,hybrid,21.07,33.61,25.08,25.08,20.0,36.82,25.26
session_a81e9314b95f,user_045,admin,2026-06-19 07:55:56,2026-06-19 11:20:56,13,3,0,13,1,1,5,0,0,0.0,0.0,2,0,205.0,7.916666666666667,4,0,0,0.0,0.0,normal,1.1996,0.8132,1.0679,0.0,0.0,0.0,0.0,0.0,0.8094,0.4322,6,0.4,hybrid,19.43,19.74,19.13,19.13,20.0,7.58,18.88
session_d7a9feaf82b1,user_012,analyst,2026-06-19 07:57:08,2026-06-19 11:39:08,19,5,0,19,1,1,4,5,0,35.947,15.22,0,0,222.0,7.95,4,0,0,0.0,1.8919473684210528,normal,2.0542,0.7201,0.2068,0.0,0.0,0.0,0.0,0.2765,0.0,0.362,7,0.4667,hybrid,16.56,16.2,16.9,16.79,0.0,0.0,14.08
session_33bd14baa791,user_073,hr,2026-06-19 08:02:42,2026-06-19 13:54:42,21,5,0,21,1,1,3,6,0,43.563,13.11,0,0,352.0,8.033333333333333,4,0,0,0.0,2.074428571428572,normal,1.2086,0.8771,0.7494,0.0,0.0,0.0,0.0,0.694,0.0,0.3921,5,0.3333,hybrid,17.8,13.25,13.24,13.24,0.0,12.95,13.73
session_2d5ecbc25c82,user_007,developer,2026-06-19 08:06:31,2026-06-19 09:51:31,8,0,0,8,1,1,1,2,0,126.294,26.96,0,0,105.0,8.1,4,0,0,0.0,15.78675,normal,0.9514,1.3362,1.3153,0.0,0.0,0.0,4.0,56.5749,0.0,1.9559,6,0.4,hybrid,62.39,38.04,26.84,26.84,20.0,61.82,44.37
session_4cf9af43d49e,user_069,hr,2026-06-19 08:09:15,2026-06-19 13:46:15,24,7,0,24,1,1,3,4,0,50.297,22.843,0,0,337.0,8.15,4,0,0,0.0,2.095708333333333,normal,0.9722,0.7771,1.059,0.0,0.0,0.0,0.0,1.0839,0.0,0.4325,6,0.4,hybrid,19.45,17.29,17.61,17.61,0.0,17.41,16.51
session_6871039f28a1,user_044,developer,2026-06-19 08:14:54,2026-06-19 13:01:54,22,5,0,22,1,1,5,0,0,0.0,0.0,0,0,287.0,8.233333333333333,4,0,0,0.0,0.0,normal,1.4964,0.2124,0.5134,0.0,0.0,0.0,0.0,0.0,0.0,0.2469,8,0.5333,hybrid,11.61,11.29,13.88,13.88,0.0,0.0,10.37
session_8822a79bac37,user_040,finance,2026-06-19 08:24:57,2026-06-19 11:58:57,12,2,0,12,1,1,3,6,3,167.831,42.735,0,0,214.0,8.4,4,0,0,0.0,13.985916666666666,normal,0.7037,0.2584,1.0042,0.0,0.0,0.0,0.0,2.3289,0.0,0.4772,7,0.4667,hybrid,21.23,18.85,26.66,26.25,40.0,0.0,22.88
session_55ef3aed000e,user_029,admin,2026-06-19 08:25:34,2026-06-19 11:41:34,14,2,0,14,1,1,5,0,0,0.0,0.0,4,0,196.0,8.416666666666666,4,0,0,0.0,0.0,normal,0.5666,0.1759,0.2302,0.0,0.0,0.0,0.0,0.0,1.1242,0.233,5,0.3333,hybrid,11.0,14.35,16.54,16.54,0.0,8.12,11.81
session_3b03c7a8ff82,user_007,developer,2026-06-19 08:26:16,2026-06-19 10:49:16,10,3,0,10,1,1,4,0,0,0.0,0.0,0,0,143.0,8.433333333333334,4,0,0,0.0,0.0,normal,0.8331,0.8987,0.9443,0.0,0.0,0.0,0.8703,0.0,0.0,0.394,7,0.4667,hybrid,17.88,31.52,26.15,24.85,20.0,29.33,23.33
session_13ae6fc53dda,user_074,finance,2026-06-19 08:26:35,2026-06-19 12:44:35,16,2,0,16,1,1,3,4,4,24.748,4.915,0,0,258.0,8.433333333333334,4,0,0,0.0,1.54675,normal,0.7328,0.2683,0.2923,0.0,0.0,0.0,0.0,0.5445,0.0,0.2042,5,0.3333,hybrid,9.71,14.26,16.04,16.04,0.0,7.77,11.13
session_cfd190e7f8f3,user_022,developer,2026-06-19 08:28:23,2026-06-19 14:18:23,21,5,0,21,1,1,5,0,0,0.0,0.0,0,0,350.0,8.466666666666667,4,0,0,0.0,0.0,normal,0.6271,0.9598,0.5546,0.0,0.0,0.0,0.0,0.0,0.0,0.2379,8,0.5333,hybrid,11.21,13.76,21.27,20.45,20.0,11.67,15.06
session_06fdf2a6f944,user_043,hr,2026-06-19 08:30:00,2026-06-19 12:22:00,16,3,0,16,1,1,3,7,0,72.951,15.002,0,0,232.0,8.5,4,0,0,0.0,4.5594375,normal,0.8129,0.3249,0.5621,0.0,0.0,0.0,0.0,2.1112,0.0,0.4235,7,0.4667,hybrid,19.08,17.46,19.12,19.27,20.0,0.0,17.92
session_bf1e9f173730,user_006,analyst,2026-06-19 08:31:36,2026-06-19 14:21:36,22,9,0,22,1,1,4,5,0,63.915,17.098,0,0,350.0,8.516666666666667,4,0,0,0.0,2.9052272727272728,normal,0.5809,0.6092,0.8544,0.0,0.0,0.0,0.0,0.724,0.0,0.3076,6,0.4,hybrid,14.26,18.3,18.25,18.25,0.0,23.88,15.12
session_4ec354054391,user_077,admin,2026-06-19 08:34:00,2026-06-19 13:28:00,21,3,0,21,1,1,5,0,0,0.0,0.0,1,0,294.0,8.566666666666666,4,0,0,0.0,0.0,normal,0.908,0.6269,1.1129,0.0,0.0,0.0,0.0,0.0,0.6745,0.3691,6,0.4,hybrid,16.85,32.25,30.32,29.13,40.0,17.8,25.54
session_ac517bfac19b,user_033,developer,2026-06-19 08:37:04,2026-06-19 13:55:04,18,6,0,18,1,1,5,0,0,0.0,0.0,0,0,318.0,8.616666666666667,4,0,0,0.0,0.0,normal,2.0641,0.6785,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.346,6,0.4,hybrid,15.89,14.83,13.41,13.41,0.0,0.0,12.67
session_49ff102b6dde,user_018,developer,2026-06-19 08:38:51,2026-06-19 11:16:51,9,3,0,9,1,1,4,0,0,0.0,0.0,0,0,158.0,8.633333333333333,4,0,0,0.0,0.0,normal,0.6878,0.9255,1.2291,0.0,0.0,0.0,1.0,0.0,0.0,0.4269,6,0.4,hybrid,19.22,16.33,15.9,15.9,0.0,0.0,14.93
session_2db5e0609853,user_024,hr,2026-06-19 08:39:09,2026-06-19 12:10:09,14,2,0,14,1,1,3,6,0,109.406,21.435,0,0,211.0,8.65,4,0,0,0.0,7.814714285714286,normal,0.5419,0.495,0.4577,0.0,0.0,0.0,0.0,1.8116,0.0,0.3674,6,0.4,hybrid,16.78,19.51,20.23,20.23,0.0,0.0,15.67
session_b4c49f5bc1c4,user_016,developer,2026-06-19 08:45:27,2026-06-19 13:51:27,20,5,0,20,1,1,5,0,0,0.0,0.0,0,0,306.0,8.75,4,0,0,0.0,0.0,normal,0.4443,0.6416,0.6812,0.0,0.0,0.0,0.0,0.0,0.0,0.1963,6,0.4,hybrid,9.35,11.47,18.79,18.71,20.0,0.0,12.72
session_2712bd997540,user_080,hr,2026-06-19 08:48:01,2026-06-19 13:16:01,18,2,0,18,1,1,3,7,0,134.74,34.719,0,0,268.0,8.8,4,0,0,0.0,7.485555555555556,normal,0.6964,0.289,0.7195,0.0,0.0,0.0,0.0,2.5799,0.0,0.4761,7,0.4667,hybrid,21.18,21.09,25.14,24.42,20.0,3.76,21.09
session_c4fd08885c66,user_026,analyst,2026-06-19 08:48:07,2026-06-19 11:53:07,12,7,0,12,1,1,4,3,0,16.283,5.559,0,0,185.0,8.8,4,0,0,0.0,1.3569166666666668,normal,1.8762,0.6348,0.9893,0.0,0.0,0.0,0.0,0.7808,0.0,0.4757,7,0.4667,hybrid,21.17,19.15,15.42,15.39,0.0,16.17,16.96
session_6f3c7fa16c8d,user_062,hr,2026-06-19 08:48:59,2026-06-19 14:04:59,23,7,0,23,1,1,3,7,0,108.161,26.722,0,0,316.0,8.8,4,0,0,0.0,4.702652173913044,normal,0.6138,0.4257,1.0387,0.0,0.0,0.0,0.0,2.0947,0.0,0.4637,6,0.4,hybrid,20.69,19.34,18.8,18.8,0.0,8.28,17.26
session_ec80b103cd76,user_025,hr,2026-06-19 08:58:33,2026-06-19 15:36:33,25,4,0,25,1,1,3,6,0,12.072,2.91,0,0,398.0,8.966666666666667,4,0,0,0.0,0.48288,normal,0.788,2.6312,2.4282,0.0,0.0,0.0,0.0,1.5954,0.0,0.827,8,0.5333,hybrid,33.87,37.1,32.27,30.13,40.0,50.71,35.36
session_ed3a32c9171a,user_052,finance,2026-06-19 08:59:26,2026-06-19 14:54:26,23,5,0,23,1,1,3,4,5,51.691,9.516,0,0,355.0,8.983333333333333,4,0,0,0.0,2.247434782608696,normal,0.2529,1.235,1.349,0.0,0.0,0.0,0.0,0.0023,0.0,0.3155,4,0.2667,hybrid,14.59,19.39,20.65,20.65,20.0,11.05,17.43
session_21cb89fda537,user_034,finance,2026-06-19 09:03:14,2026-06-19 11:55:14,14,5,0,14,1,1,3,1,2,24.073,12.084,0,0,172.0,9.05,4,0,0,0.0,1.7195,normal,0.4604,0.5803,0.7307,0.0,0.0,0.0,0.0,0.6122,0.0,0.2648,6,0.4,hybrid,12.4,20.12,16.78,16.78,0.0,32.45,14.8
session_9afc0c73fba5,user_050,developer,2026-06-19 09:04:42,2026-06-19 13:01:42,15,5,0,15,1,1,4,0,0,0.0,0.0,0,0,237.0,9.066666666666666,4,0,0,0.0,0.0,normal,1.307,0.1773,0.3372,0.0,0.0,0.0,1.0,0.0,0.0,0.3135,7,0.4667,hybrid,14.51,26.32,28.02,26.08,20.0,16.18,20.69
session_b36f3068fd84,user_005,hr,2026-06-19 09:08:47,2026-06-19 11:47:47,11,2,0,11,1,1,3,1,0,3.57,3.57,0,0,159.0,9.133333333333333,4,0,0,0.0,0.3245454545454545,normal,0.4242,0.975,1.4839,0.0,0.0,0.0,0.0,0.9473,0.0,0.4256,7,0.4667,hybrid,19.17,17.16,24.74,24.39,20.0,0.0,19.25
session_a483d987a843,user_015,finance,2026-06-19 09:09:09,2026-06-19 13:33:09,17,3,0,17,1,1,3,4,3,26.914,5.85,0,0,264.0,9.15,4,0,0,0.0,1.5831764705882354,normal,0.6646,0.6473,1.3715,0.0,0.0,0.0,0.0,0.6831,0.0,0.3741,6,0.4,hybrid,17.06,24.65,25.67,25.29,20.0,11.21,20.69
session_72937c3966b9,user_078,developer,2026-06-19 09:09:11,2026-06-19 14:25:11,19,6,0,19,1,1,5,0,0,0.0,0.0,0,0,316.0,9.15,4,0,0,0.0,0.0,normal,0.578,1.3803,1.8211,0.0,0.0,0.0,0.0,0.0,0.0,0.4199,6,0.4,hybrid,18.94,15.06,13.79,13.79,0.0,0.0,14.03
session_1256f0414b70,user_025,hr,2026-06-19 09:14:11,2026-06-19 09:23:11,4,0,0,4,1,4,2,2,0,39.261,18.306,0,1,9.0,9.233333333333333,4,0,0,0.0,9.81525,device_spoofing,0.2686,2.3295,2.0909,0.0,0.0,3.0,1.0,5.088,0.0,1.5308,9,0.6,hybrid,53.49,46.06,38.84,34.38,60.0,58.69,48.81
session_58ca80d696f7,user_068,developer,2026-06-19 09:16:20,2026-06-19 12:24:20,12,3,0,12,1,1,4,0,0,0.0,0.0,0,0,188.0,9.266666666666667,4,0,0,0.0,0.0,normal,0.1764,0.6839,1.1225,0.0,0.0,0.0,1.0,0.0,0.0,0.3314,6,0.4,hybrid,15.27,28.1,28.17,26.13,40.0,18.8,23.51
session_03c7b5fd27fa,user_021,finance,2026-06-19 09:17:51,2026-06-19 14:10:51,20,7,0,20,1,1,3,3,4,41.159,7.476,0,0,293.0,9.283333333333331,4,0,0,0.0,2.05795,normal,0.5959,0.5653,0.712,0.0,0.0,0.0,0.0,0.2259,0.0,0.2332,5,0.3333,hybrid,11.01,19.72,30.21,29.19,40.0,9.28,20.26
session_a463ec06e741,user_030,hr,2026-06-19 09:17:54,2026-06-19 13:44:54,18,9,0,18,1,1,3,1,0,5.509,5.509,0,0,267.0,9.283333333333331,4,0,0,0.0,0.3060555555555556,normal,0.4942,1.3416,0.2998,0.0,0.0,0.0,0.0,1.3232,0.0,0.3843,7,0.4667,hybrid,17.48,26.14,25.51,25.12,20.0,19.49,21.53
session_530b8c02f37a,user_013,hr,2026-06-19 09:19:02,2026-06-19 14:46:02,18,3,0,18,1,1,3,4,0,19.916,5.265,0,0,327.0,9.316666666666666,4,0,0,0.0,1.1064444444444446,normal,0.6408,0.658,0.1686,0.0,0.0,0.0,0.0,0.6631,0.0,0.2367,6,0.4,hybrid,11.16,13.97,12.4,12.4,0.0,18.03,11.26
session_e0b11bd3a621,user_055,analyst,2026-06-19 09:23:30,2026-06-19 15:01:30,19,8,0,19,1,1,4,3,0,61.021,24.378,0,0,338.0,9.383333333333333,4,0,0,0.0,3.2116315789473684,normal,0.8415,0.5989,0.2518,0.0,0.0,0.0,0.0,0.812,0.0,0.2782,6,0.4,hybrid,12.99,13.24,16.29,16.29,0.0,0.0,11.92
session_2c34e1ff02e2,user_017,admin,2026-06-19 09:27:56,2026-06-19 13:47:56,15,6,0,15,1,1,5,0,0,0.0,0.0,3,0,260.0,9.45,4,0,0,0.0,0.0,normal,0.6683,0.748,0.5974,0.0,0.0,0.0,0.0,0.0,0.9443,0.3287,6,0.4,hybrid,15.16,17.38,26.99,26.55,20.0,0.0,18.24
session_dada51c3251e,user_037,developer,2026-06-19 09:31:03,2026-06-19 15:00:03,23,4,0,23,1,1,5,0,0,0.0,0.0,0,0,329.0,9.516666666666667,4,0,0,0.0,0.0,normal,0.3189,0.7043,1.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.2286,5,0.3333,hybrid,10.8,11.49,22.13,22.13,20.0,0.0,14.15
session_2531688389d5,user_064,finance,2026-06-19 09:33:52,2026-06-19 15:00:52,23,7,0,23,1,1,3,5,4,156.363,23.56,0,0,327.0,9.55,4,0,0,0.0,6.798391304347826,normal,0.9749,0.9211,1.1991,0.0,0.0,0.0,0.0,2.1942,0.0,0.5877,5,0.3333,hybrid,25.46,28.94,35.41,34.15,60.0,14.17,31.41
session_81d797012199,user_020,finance,2026-06-19 09:34:57,2026-06-19 13:42:57,14,2,0,14,1,1,3,6,2,130.4,23.726,0,0,248.0,9.566666666666666,4,0,0,0.0,9.314285714285717,normal,0.6337,0.0927,0.2091,0.0,0.0,0.0,0.0,1.8745,0.0,0.3122,6,0.4,hybrid,14.45,14.11,20.77,21.14,20.0,0.0,15.83
session_d5051ca4e690,user_063,finance,2026-06-19 09:36:17,2026-06-19 13:56:17,17,4,0,17,1,1,3,5,2,30.943,7.303,0,0,260.0,9.6,4,0,0,0.0,1.8201764705882355,normal,0.5484,0.0899,0.2563,0.0,0.0,0.0,0.0,0.6851,0.0,0.1755,6,0.4,hybrid,8.4,10.19,18.94,18.87,20.0,0.0,12.13
session_8781f43e9264,user_067,analyst,2026-06-19 09:37:43,2026-06-19 11:42:43,11,5,0,11,1,1,4,1,0,9.709,9.709,0,0,125.0,9.616666666666667,4,0,0,0.0,0.8826363636363636,normal,0.2028,1.3991,0.9653,0.0,0.0,0.0,0.0,1.5325,0.0,0.4555,6,0.4,hybrid,20.37,24.39,25.32,25.0,20.0,0.74,21.36
session_537ff2be38b0,user_070,admin,2026-06-19 09:38:51,2026-06-19 13:03:51,17,4,0,17,1,1,5,0,0,0.0,0.0,4,0,205.0,9.633333333333333,4,0,0,0.0,0.0,normal,0.3643,0.7673,0.3537,0.0,0.0,0.0,0.0,0.0,1.7087,0.3549,8,0.5333,hybrid,16.26,15.96,19.46,19.54,0.0,0.0,14.57
session_8be20a98612a,user_049,analyst,2026-06-19 09:39:33,2026-06-19 15:13:33,19,6,0,19,1,1,4,5,0,17.996000000000002,4.778,0,0,334.0,9.65,4,0,0,0.0,0.9471578947368422,normal,0.8993,0.4136,0.2548,0.0,0.0,0.0,0.0,0.6213,0.0,0.2432,5,0.3333,hybrid,11.45,11.73,12.43,12.43,0.0,13.1,10.69
session_b3292883c2df,user_065,hr,2026-06-19 09:39:34,2026-06-19 13:43:34,13,4,0,13,1,1,3,1,0,10.092,10.092,0,0,244.0,9.65,4,0,0,0.0,0.7763076923076924,normal,0.3798,0.1615,0.3547,0.0,0.0,0.0,0.0,0.9903,0.0,0.2096,8,0.5333,hybrid,9.95,12.62,16.58,17.26,0.0,0.0,10.72
session_e1f72f0fa67b,user_031,developer,2026-06-19 09:41:46,2026-06-19 13:51:46,19,6,0,19,1,1,4,0,0,0.0,0.0,0,0,250.0,9.683333333333334,4,0,0,0.0,0.0,normal,0.312,0.3267,0.4047,0.0,0.0,0.0,1.0,0.0,0.0,0.227,6,0.4,hybrid,10.73,21.28,22.63,22.24,20.0,14.31,16.88
session_18eb183b6df3,user_041,finance,2026-06-19 09:48:28,2026-06-19 12:13:28,11,1,0,11,1,1,3,1,2,43.958,17.778,0,0,145.0,9.8,4,0,0,0.0,3.996181818181818,normal,0.4332,1.5929,0.6745,0.0,0.0,0.0,0.0,1.1079,0.0,0.4232,8,0.5333,hybrid,19.07,30.84,34.12,32.11,40.0,29.98,27.63
session_14c4ff12db06,user_027,developer,2026-06-19 09:48:53,2026-06-19 15:12:53,22,6,0,22,1,1,5,0,0,0.0,0.0,0,0,324.0,9.8,4,0,0,0.0,0.0,normal,1.4709,1.8734,2.7991,0.0,0.0,0.0,0.0,0.0,0.0,0.6826,6,0.4,hybrid,28.92,18.3,14.39,14.39,0.0,8.72,19.26
session_9312b28a5dce,user_004,developer,2026-06-19 09:50:05,2026-06-19 14:30:05,18,5,0,18,1,1,5,0,0,0.0,0.0,0,0,280.0,9.833333333333334,4,0,0,0.0,0.0,normal,0.3088,0.1575,0.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0661,6,0.4,hybrid,3.25,8.53,10.04,10.04,0.0,0.0,5.51
session_01545c7d7117,user_072,hr,2026-06-19 09:50:09,2026-06-19 16:27:09,24,8,0,24,1,1,3,4,0,62.03,25.825,0,0,397.0,9.833333333333334,4,0,0,0.0,2.584583333333333,normal,0.3192,1.0518,1.1017,0.0,0.0,0.0,0.0,0.8736,0.0,0.3718,7,0.4667,hybrid,16.96,19.23,19.14,19.36,0.0,0.0,15.44
